7.270629119873046875e+01,3.563997507095336914e+00,4.573119354248046875e+01
2.365155410766601562e+01,2.852927589416503906e+01,3.781058883666992188e+01
3.064200592041015625e+01,8.141244506835937500e+01,5.211225891113281250e+01
7.604666900634765625e+01,2.556142044067382812e+01,1.593311023712158203e+01
7.219108581542968750e+01,1.537695407867431641e+01,8.161685943603515625e+01
3.379496765136718750e+01,3.466592407226562500e+01,3.584034347534179688e+01
2.244646787643432617e+00,8.496958160400390625e+01,9.512239837646484375e+01
5.203643035888671875e+01,1.118384265899658203e+01,1.428305506706237793e+00
7.304009246826171875e+01,6.264493560791015625e+01,1.283827590942382812e+01
6.943650817871093750e+01,5.294011688232421875e+01,3.144692993164062500e+01
9.232550048828125000e+01,2.876212692260742188e+01,6.860644531250000000e+01
2.105977821350097656e+01,5.780738449096679688e+01,2.791431236267089844e+01
7.709851741790771484e+00,2.524938392639160156e+01,4.345299148559570312e+01
1.880556869506835938e+01,5.815813541412353516e+00,5.270737075805664062e+01
4.488158416748046875e+01,6.211734771728515625e+01,2.107443428039550781e+01
9.082582473754882812e+00,5.649216842651367188e+01,9.201946258544921875e+01
5.922731399536132812e+00,7.042851257324218750e+01,9.228668975830078125e+01
4.476996958255767822e-01,6.202971649169921875e+01,1.939767646789550781e+01
2.749753379821777344e+01,7.700751495361328125e+01,5.537528038024902344e+00
8.339312553405761719e+00,9.844507598876953125e+01,3.858499526977539062e+01
7.439125061035156250e+01,3.328506469726562500e+01,1.458523559570312500e+01
3.922877883911132812e+01,3.715327072143554688e+01,6.806594848632812500e+01
5.178711318969726562e+01,8.104463195800781250e+01,9.217954254150390625e+01
1.756971931457519531e+01,6.199816513061523438e+01,5.919023132324218750e+01
7.499648284912109375e+01,3.184555053710937500e+01,5.651779937744140625e+01
2.279946136474609375e+01,2.885495376586914062e+01,4.421743392944335938e+01
6.086924362182617188e+01,3.030010700225830078e+00,4.957921981811523438e+01
1.878155350685119629e+00,8.625633239746093750e+01,4.608723831176757812e+01
2.941189765930175781e+01,3.804566574096679688e+01,3.045026969909667969e+01
1.580755615234375000e+01,4.387090301513671875e+01,9.693935394287109375e+00
1.168070411682128906e+01,9.208306121826171875e+01,6.577919006347656250e+01
4.460015106201171875e+01,3.946921920776367188e+01,2.236455202102661133e+00
3.124351310729980469e+01,1.996552658081054688e+01,9.787090301513671875e+01
3.325839996337890625e+01,8.577311706542968750e+01,5.528016662597656250e+01
1.675187492370605469e+01,7.193828582763671875e+01,1.744479370117187500e+01
3.430240631103515625e+01,6.711952972412109375e+01,4.603202056884765625e+01
4.801986312866210938e+01,4.027058410644531250e+01,3.696326828002929688e+01
5.434231185913085938e+01,2.258478355407714844e+01,4.212477493286132812e+01
1.830561256408691406e+01,1.302464455366134644e-01,4.252893066406250000e+01
6.400888824462890625e+01,9.447493743896484375e+01,2.552580451965332031e+01
6.863661193847656250e+01,8.358209991455078125e+01,8.681038665771484375e+01
8.373581695556640625e+01,4.212892532348632812e+01,8.975456237792968750e+01
3.722403526306152344e+00,5.371700668334960938e+01,1.295801925659179688e+01
3.572149658203125000e+01,3.467145919799804688e+01,7.082296752929687500e+01
7.918978118896484375e+01,6.745046997070312500e+01,9.134820556640625000e+01
6.890604400634765625e+01,7.559655761718750000e+01,8.036412811279296875e+01
8.352337646484375000e+01,9.832172393798828125e+00,9.443686676025390625e+01
9.891848754882812500e+01,6.950297546386718750e+01,2.702261924743652344e+00
9.527426910400390625e+01,8.567540740966796875e+01,4.729222488403320312e+01
2.647310066223144531e+01,5.277490615844726562e+01,6.915905761718750000e+01
2.360473442077636719e+01,1.729846835136413574e+00,7.321489715576171875e+01
8.413211822509765625e+01,2.022350311279296875e+01,3.691959857940673828e+00
3.647974395751953125e+01,9.964442443847656250e+01,3.897884368896484375e+01
2.862290191650390625e+01,8.992303466796875000e+01,8.473526763916015625e+01
5.833091354370117188e+01,4.286727523803710938e+01,5.198270797729492188e+01
6.761890411376953125e+01,7.715506744384765625e+01,1.559246635437011719e+01
9.426503753662109375e+01,7.046762847900390625e+01,7.461019134521484375e+01
6.393980407714843750e+01,2.398103332519531250e+01,5.896296691894531250e+01
9.330980682373046875e+01,2.443857192993164062e+01,9.634973144531250000e+01
4.539101409912109375e+01,1.017846202850341797e+01,7.949983215332031250e+01
4.319922447204589844e+00,9.766402435302734375e+01,3.181740570068359375e+01
3.652331161499023438e+01,5.903126907348632812e+01,5.460782241821289062e+01
1.282617187500000000e+01,3.280490875244140625e+01,7.065482330322265625e+01
6.207769393920898438e+01,7.142980194091796875e+01,8.850270843505859375e+01
8.807668685913085938e+00,5.723557281494140625e+01,7.735571289062500000e+01
7.038150024414062500e+01,5.235878372192382812e+01,8.298735046386718750e+01
3.738957977294921875e+01,5.652933502197265625e+01,3.894563293457031250e+01
9.808501434326171875e+01,4.337245941162109375e+01,5.949067473411560059e-01
9.687964630126953125e+01,9.537036132812500000e+01,8.732164001464843750e+01
5.897669982910156250e+01,7.005817413330078125e+01,1.083580589294433594e+01
8.292577362060546875e+01,1.067225742340087891e+01,3.826970672607421875e+01
3.187309455871582031e+01,2.577662277221679688e+01,3.415863037109375000e+01
4.833454513549804688e+01,1.657939720153808594e+01,7.660697937011718750e+01
