2.045299148559570312e+01,8.960754394531250000e+01,3.245893478393554688e+01
8.912094116210937500e+01,4.363859176635742188e+00,4.088839340209960938e+01
3.861824035644531250e+01,9.098554992675781250e+01,7.078878021240234375e+01
7.171024322509765625e+01,8.202461242675781250e+01,3.133993721008300781e+01
5.796345901489257812e+01,4.032022857666015625e+01,2.646198844909667969e+01
9.618906402587890625e+01,2.153358268737792969e+01,4.875665283203125000e+01
9.239588165283203125e+01,6.713555908203125000e+01,1.276643657684326172e+01
3.035072517395019531e+01,2.455074882507324219e+01,7.376187896728515625e+01
2.515767288208007812e+01,5.118506622314453125e+01,2.438799858093261719e+00
6.097844314575195312e+01,6.937501525878906250e+01,4.695864486694335938e+01
5.643984222412109375e+01,5.339271545410156250e+01,8.717735290527343750e+01
6.227334594726562500e+01,7.130215454101562500e+01,3.400078201293945312e+01
7.205519866943359375e+01,6.075642776489257812e+01,9.895050811767578125e+01
7.727444458007812500e+01,7.921401214599609375e+01,5.938145828247070312e+01
3.391003799438476562e+01,6.392171859741210938e+01,4.724118804931640625e+01
4.014461040496826172e+00,2.425862121582031250e+01,9.793755340576171875e+01
5.579292678833007812e+01,5.331053543090820312e+01,9.574331665039062500e+01
6.767474365234375000e+01,5.066521835327148438e+01,4.389097213745117188e+01
1.327406501770019531e+01,6.853768920898437500e+01,4.355302047729492188e+01
1.411718273162841797e+01,3.616595458984375000e+01,4.827922439575195312e+01
6.486177825927734375e+01,1.179812550544738770e+00,2.793018150329589844e+01
7.313624572753906250e+01,7.593724060058593750e+01,7.300015258789062500e+01
3.692937088012695312e+01,6.226546859741210938e+01,6.681446838378906250e+01
2.080803680419921875e+01,3.788818359375000000e+01,5.526241302490234375e+01
2.187442779541015625e+01,4.095960617065429688e+01,4.538053131103515625e+01
7.932721710205078125e+01,3.305591964721679688e+01,1.821492552757263184e+00
5.940480804443359375e+01,6.090563201904296875e+01,3.609130096435546875e+01
5.860903167724609375e+01,8.616208076477050781e+00,8.434319305419921875e+01
1.582668209075927734e+01,9.410110473632812500e+01,8.465419769287109375e+01
3.879890441894531250e+01,6.429051208496093750e+01,3.533931732177734375e+01
5.900747680664062500e+01,3.892961502075195312e+01,7.700543212890625000e+01
2.806577873229980469e+01,2.809429740905761719e+01,5.151137161254882812e+01
2.672909545898437500e+01,6.955737304687500000e+01,3.531412506103515625e+01
1.116757965087890625e+01,8.559375000000000000e+01,8.452011108398437500e+00
6.488471984863281250e+01,8.299565124511718750e+01,8.089392089843750000e+01
4.097856521606445312e+01,4.235988998413085938e+01,5.274264907836914062e+01
1.151520442962646484e+01,6.084736251831054688e+01,3.480038070678710938e+01
2.768159294128417969e+01,5.076265716552734375e+01,9.684746551513671875e+01
8.807926177978515625e+01,9.441606140136718750e+01,1.470882892608642578e+00
7.379486846923828125e+01,3.858467102050781250e+01,8.391596221923828125e+01
1.409722137451171875e+01,5.959547805786132812e+01,7.616989135742187500e+01
4.134000396728515625e+01,6.383327102661132812e+01,4.777739715576171875e+01
4.163577651977539062e+01,6.350275874137878418e-01,6.779100799560546875e+01
4.859762191772460938e+01,3.529755401611328125e+01,7.742149353027343750e+01
2.242131233215332031e+01,1.197107982635498047e+01,8.812265777587890625e+01
8.759579467773437500e+01,1.966654777526855469e+01,9.804003143310546875e+01
